image_id,file_name,description,objects
3396,img_3396.png,a small yellow circle is overlapping a big yellow triangle | a small yellow circle is left of a medium yellow circle,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 52, ""y"": 112, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 70, ""y"": 130, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 125, ""y"": 60, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""big"", ""x"": 78, ""y"": 152, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 131, ""y"": 114, ""pixel_size"": 65}]"
3397,img_3397.png,a small green circle is below a big blue circle | a small green circle is below a medium black circle,"[{""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 67, ""y"": 122, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 91, ""y"": 10, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 95, ""y"": 11, ""pixel_size"": 45}]"
3398,img_3398.png,a small blue square is right of a medium yellow circle | a small blue square is overlapping a big red triangle,"[{""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 144, ""y"": 201, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 61, ""y"": 185, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""big"", ""x"": 134, ""y"": 158, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 128, ""y"": 83, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 178, ""y"": 90, ""pixel_size"": 25}]"
3399,img_3399.png,a small green circle is below a big yellow circle | a small green circle is left of a medium blue square,"[{""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 106, ""y"": 144, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 64, ""y"": 77, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 189, ""y"": 147, ""pixel_size"": 45}]"
3400,img_3400.png,a small red circle is above a big yellow circle | a small red circle is left of a big green circle,"[{""shape"": ""circle"", ""color"": ""red"", ""size"": ""small"", ""x"": 39, ""y"": 77, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 94, ""y"": 163, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""big"", ""x"": 77, ""y"": 112, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 51, ""y"": 204, ""pixel_size"": 25}]"
3401,img_3401.png,a medium blue circle is right of a small red triangle | a medium blue circle is right of a small green triangle,"[{""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 134, ""y"": 76, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 77, ""y"": 46, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""small"", ""x"": 23, ""y"": 86, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 98, ""y"": 5, ""pixel_size"": 45}]"
3402,img_3402.png,a small green square is below a small blue triangle | a small green square is left of a medium red triangle,"[{""shape"": ""square"", ""color"": ""green"", ""size"": ""small"", ""x"": 88, ""y"": 193, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 80, ""y"": 136, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 159, ""y"": 119, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""big"", ""x"": 32, ""y"": 64, ""pixel_size"": 65}]"
3403,img_3403.png,a medium black square is above a medium black circle | a medium black square is above a big black circle,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 128, ""y"": 19, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 175, ""y"": 125, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""big"", ""x"": 61, ""y"": 148, ""pixel_size"": 65}]"
3404,img_3404.png,a small green square is overlapping a big blue circle | a small green square is below a small yellow triangle,"[{""shape"": ""square"", ""color"": ""green"", ""size"": ""small"", ""x"": 98, ""y"": 172, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 42, ""y"": 161, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 111, ""y"": 86, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 199, ""y"": 184, ""pixel_size"": 25}]"
3405,img_3405.png,a medium blue square is right of a small green square | a medium blue square is right of a small green circle,"[{""shape"": ""square"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 177, ""y"": 151, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""small"", ""x"": 30, ""y"": 111, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 36, ""y"": 96, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 79, ""y"": 178, ""pixel_size"": 45}]"
3406,img_3406.png,a small yellow square is right of a medium black triangle | a small yellow square is below a small blue triangle,"[{""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 176, ""y"": 109, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 72, ""y"": 151, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 169, ""y"": 1, ""pixel_size"": 25}]"
3407,img_3407.png,a small blue circle is above a big blue square | a small blue circle is left of a medium black triangle,"[{""shape"": ""circle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 32, ""y"": 31, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 68, ""y"": 127, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 127, ""y"": 20, ""pixel_size"": 45}]"
3408,img_3408.png,a big red triangle is overlapping a big black circle | a big red triangle is above a medium yellow circle,"[{""shape"": ""triangle"", ""color"": ""red"", ""size"": ""big"", ""x"": 127, ""y"": 38, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""big"", ""x"": 103, ""y"": 73, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 98, ""y"": 135, ""pixel_size"": 45}]"
3409,img_3409.png,a small yellow square is above a small green triangle | a small yellow square is left of a medium blue circle,"[{""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 39, ""y"": 38, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""small"", ""x"": 56, ""y"": 72, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 170, ""y"": 30, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""small"", ""x"": 60, ""y"": 72, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 208, ""y"": 6, ""pixel_size"": 25}]"
3410,img_3410.png,a medium black circle is left of a small black square | a medium black circle is overlapping a big green circle,"[{""shape"": ""circle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 93, ""y"": 109, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 187, ""y"": 183, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""big"", ""x"": 96, ""y"": 100, ""pixel_size"": 65}]"
3411,img_3411.png,a medium red circle is above a medium green square | a medium red circle is right of a medium red circle,"[{""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 174, ""y"": 39, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""medium"", ""x"": 73, ""y"": 145, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 64, ""y"": 147, ""pixel_size"": 45}]"
3412,img_3412.png,a big blue square is above a big yellow circle | a big blue square is left of a medium yellow triangle,"[{""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 74, ""y"": 52, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 71, ""y"": 160, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 162, ""y"": 52, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 115, ""y"": 32, ""pixel_size"": 45}]"
3413,img_3413.png,a medium yellow square is below a medium black triangle | a medium yellow square is right of a small red circle,"[{""shape"": ""square"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 124, ""y"": 70, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 132, ""y"": 0, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""small"", ""x"": 78, ""y"": 127, ""pixel_size"": 25}]"
3414,img_3414.png,a medium blue circle is right of a medium green circle | a medium blue circle is below a small yellow triangle,"[{""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 176, ""y"": 155, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 37, ""y"": 163, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 114, ""y"": 63, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 191, ""y"": 49, ""pixel_size"": 45}]"
3415,img_3415.png,a small blue triangle is left of a big blue circle | a small blue triangle is below a small green square,"[{""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 23, ""y"": 196, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 105, ""y"": 111, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""small"", ""x"": 149, ""y"": 59, ""pixel_size"": 25}]"
3416,img_3416.png,a small yellow square is overlapping a medium red triangle | a small yellow square is left of a medium red triangle,"[{""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 111, ""y"": 34, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 126, ""y"": 41, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 156, ""y"": 16, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 50, ""y"": 33, ""pixel_size"": 25}]"
3417,img_3417.png,a big yellow circle is overlapping a medium blue square | a big yellow circle is below a big yellow square,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 121, ""y"": 158, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 154, ""y"": 185, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 113, ""y"": 86, ""pixel_size"": 65}]"
3418,img_3418.png,a big blue square is right of a medium black triangle | a big blue square is overlapping a big red square,"[{""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 137, ""y"": 109, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 66, ""y"": 49, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""big"", ""x"": 126, ""y"": 170, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 82, ""y"": 110, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 127, ""y"": 177, ""pixel_size"": 45}]"
3419,img_3419.png,a big red circle is left of a medium red square | a big red circle is overlapping a medium yellow square,"[{""shape"": ""circle"", ""color"": ""red"", ""size"": ""big"", ""x"": 41, ""y"": 24, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""medium"", ""x"": 174, ""y"": 102, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 93, ""y"": 1, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""small"", ""x"": 85, ""y"": 38, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 112, ""y"": 22, ""pixel_size"": 65}]"
3420,img_3420.png,a big blue circle is right of a big blue triangle | a big blue circle is right of a big red circle,"[{""shape"": ""circle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 137, ""y"": 9, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 35, ""y"": 90, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""big"", ""x"": 24, ""y"": 75, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 44, ""y"": 113, ""pixel_size"": 25}]"
3421,img_3421.png,a small blue triangle is right of a big red circle | a small blue triangle is right of a big green square,"[{""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 210, ""y"": 18, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""big"", ""x"": 53, ""y"": 35, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""big"", ""x"": 25, ""y"": 93, ""pixel_size"": 65}]"
3422,img_3422.png,a medium green circle is above a medium blue circle | a medium green circle is right of a medium green triangle,"[{""shape"": ""circle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 180, ""y"": 3, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 90, ""y"": 94, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 23, ""y"": 60, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 127, ""y"": 0, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 179, ""y"": 21, ""pixel_size"": 25}]"
3423,img_3423.png,a big yellow square is above a medium yellow triangle | a big yellow square is above a medium black square,"[{""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 122, ""y"": 56, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 156, ""y"": 129, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 133, ""y"": 184, ""pixel_size"": 45}]"
3424,img_3424.png,a medium black circle is below a big yellow square | a medium black circle is right of a medium green circle,"[{""shape"": ""circle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 143, ""y"": 161, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 163, ""y"": 74, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 75, ""y"": 97, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 199, ""y"": 13, ""pixel_size"": 25}]"
3425,img_3425.png,a big green square is right of a small black circle | a big green square is below a small blue square,"[{""shape"": ""square"", ""color"": ""green"", ""size"": ""big"", ""x"": 123, ""y"": 89, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""small"", ""x"": 59, ""y"": 72, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 163, ""y"": 20, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 84, ""y"": 162, ""pixel_size"": 25}]"
3426,img_3426.png,a medium red circle is above a big green circle | a medium red circle is right of a big blue circle,"[{""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 121, ""y"": 106, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""big"", ""x"": 66, ""y"": 163, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 42, ""y"": 45, ""pixel_size"": 65}]"
3427,img_3427.png,a small black square is below a small black triangle | a small black square is below a big green circle,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 211, ""y"": 211, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 96, ""y"": 60, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""big"", ""x"": 61, ""y"": 27, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""small"", ""x"": 65, ""y"": 160, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 27, ""y"": 21, ""pixel_size"": 45}]"
3428,img_3428.png,a medium green square is right of a big black triangle | a medium green square is overlapping a big yellow triangle,"[{""shape"": ""square"", ""color"": ""green"", ""size"": ""medium"", ""x"": 121, ""y"": 146, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 26, ""y"": 135, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 80, ""y"": 140, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 108, ""y"": 89, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 42, ""y"": 89, ""pixel_size"": 65}]"
3429,img_3429.png,a big black circle is right of a big blue square | a big black circle is overlapping a medium blue circle,"[{""shape"": ""circle"", ""color"": ""black"", ""size"": ""big"", ""x"": 128, ""y"": 165, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 20, ""y"": 170, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 96, ""y"": 167, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 108, ""y"": 97, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""medium"", ""x"": 109, ""y"": 96, ""pixel_size"": 45}]"
3430,img_3430.png,a small red triangle is right of a small red triangle | a small red triangle is right of a small red circle,"[{""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 189, ""y"": 24, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 98, ""y"": 93, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""small"", ""x"": 102, ""y"": 43, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""small"", ""x"": 110, ""y"": 8, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""small"", ""x"": 173, ""y"": 154, ""pixel_size"": 25}]"
3431,img_3431.png,a medium green circle is right of a medium yellow triangle | a medium green circle is right of a small green triangle,"[{""shape"": ""circle"", ""color"": ""green"", ""size"": ""medium"", ""x"": 103, ""y"": 103, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 45, ""y"": 127, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""green"", ""size"": ""small"", ""x"": 30, ""y"": 138, ""pixel_size"": 25}]"
3432,img_3432.png,a small blue square is below a big blue triangle | a small blue square is below a medium red circle,"[{""shape"": ""square"", ""color"": ""blue"", ""size"": ""small"", ""x"": 101, ""y"": 193, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 33, ""y"": 39, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 76, ""y"": 8, ""pixel_size"": 45}]"
3433,img_3433.png,a small blue triangle is below a medium blue circle | a small blue triangle is right of a big blue square,"[{""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 152, ""y"": 196, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 124, ""y"": 79, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 37, ""y"": 143, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""small"", ""x"": 89, ""y"": 205, ""pixel_size"": 25}]"
3434,img_3434.png,a small yellow square is right of a medium blue triangle | a small yellow square is right of a medium blue circle,"[{""shape"": ""square"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 191, ""y"": 165, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 132, ""y"": 143, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 34, ""y"": 158, ""pixel_size"": 45}]"
3435,img_3435.png,a medium yellow circle is right of a big black triangle | a medium yellow circle is right of a medium blue triangle,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 145, ""y"": 54, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 33, ""y"": 69, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 44, ""y"": 86, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 50, ""y"": 7, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 66, ""y"": 145, ""pixel_size"": 65}]"
3436,img_3436.png,a big blue triangle is left of a small black circle | a big blue triangle is left of a small red triangle,"[{""shape"": ""triangle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 77, ""y"": 132, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""small"", ""x"": 150, ""y"": 133, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 196, ""y"": 74, ""pixel_size"": 25}]"
3437,img_3437.png,a big yellow circle is left of a small black square | a big yellow circle is overlapping a big black triangle,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 22, ""y"": 45, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 181, ""y"": 120, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 43, ""y"": 88, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""big"", ""x"": 141, ""y"": 51, ""pixel_size"": 65}]"
3438,img_3438.png,a small red square is above a big blue circle | a small red square is left of a big black triangle,"[{""shape"": ""square"", ""color"": ""red"", ""size"": ""small"", ""x"": 24, ""y"": 12, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""blue"", ""size"": ""big"", ""x"": 97, ""y"": 139, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 124, ""y"": 75, ""pixel_size"": 65}]"
3439,img_3439.png,a medium blue circle is right of a big yellow square | a medium blue circle is above a small black triangle,"[{""shape"": ""circle"", ""color"": ""blue"", ""size"": ""medium"", ""x"": 124, ""y"": 110, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 56, ""y"": 128, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""small"", ""x"": 163, ""y"": 188, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""black"", ""size"": ""small"", ""x"": 21, ""y"": 10, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""small"", ""x"": 203, ""y"": 131, ""pixel_size"": 25}]"
3440,img_3440.png,a small black square is above a medium black square | a small black square is above a medium black triangle,"[{""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 196, ""y"": 13, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""medium"", ""x"": 145, ""y"": 114, ""pixel_size"": 45}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""medium"", ""x"": 66, ""y"": 146, ""pixel_size"": 45}, {""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 182, ""y"": 27, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""big"", ""x"": 161, ""y"": 42, ""pixel_size"": 65}]"
3441,img_3441.png,a big yellow square is below a medium yellow triangle | a big yellow square is overlapping a medium green square,"[{""shape"": ""square"", ""color"": ""yellow"", ""size"": ""big"", ""x"": 142, ""y"": 157, ""pixel_size"": 65}, {""shape"": ""triangle"", ""color"": ""yellow"", ""size"": ""medium"", ""x"": 138, ""y"": 56, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""medium"", ""x"": 157, ""y"": 146, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""blue"", ""size"": ""big"", ""x"": 150, ""y"": 125, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""black"", ""size"": ""small"", ""x"": 116, ""y"": 74, ""pixel_size"": 25}]"
3442,img_3442.png,a small yellow circle is left of a small red triangle | a small yellow circle is below a small green circle,"[{""shape"": ""circle"", ""color"": ""yellow"", ""size"": ""small"", ""x"": 72, ""y"": 57, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""red"", ""size"": ""small"", ""x"": 169, ""y"": 39, ""pixel_size"": 25}, {""shape"": ""circle"", ""color"": ""green"", ""size"": ""small"", ""x"": 110, ""y"": 18, ""pixel_size"": 25}, {""shape"": ""square"", ""color"": ""red"", ""size"": ""medium"", ""x"": 190, ""y"": 105, ""pixel_size"": 45}]"
3443,img_3443.png,a medium red circle is above a small green square | a medium red circle is overlapping a big black triangle,"[{""shape"": ""circle"", ""color"": ""red"", ""size"": ""medium"", ""x"": 47, ""y"": 48, ""pixel_size"": 45}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""small"", ""x"": 104, ""y"": 107, ""pixel_size"": 25}, {""shape"": ""triangle"", ""color"": ""black"", ""size"": ""big"", ""x"": 81, ""y"": 59, ""pixel_size"": 65}, {""shape"": ""circle"", ""color"": ""red"", ""size"": ""big"", ""x"": 29, ""y"": 121, ""pixel_size"": 65}, {""shape"": ""square"", ""color"": ""green"", ""size"": ""big"", ""x"": 106, ""y"": 126, ""pixel_size"": 65}]"
